Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;43.2
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;34
Førstegangsvitnemålskvote;NMBU;Poenggrense;Hovedopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;55.7
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Hovedopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;184
Ordinær kvote;NMBU;Poenggrense;Hovedopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;63.6
Ordinær kvote;NMBU;Søkere på venteliste;Hovedopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;356
Førstegangsvitnemålskvote;NMBU;Poenggrense;Suppleringsopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;55.5
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;101
Ordinær kvote;NMBU;Poenggrense;Suppleringsopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;63.6
Ordinær kvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 772;Veterinærmedisin;Ås;HELSEFAG - VETERIN;2024;196
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;39.6
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;18
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;47.5
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;54
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;39.6
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;8
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;47.5
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 251;Visuell kommunikasjon;Drammen;MEDIEFAG;2024;28
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 642;Visuell kunst og formidling, årsstudium;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 200;Visuell kunst og formidling, bachelor;Kristiansand;ESTETISK;2024;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 604;Webdesign;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;37.4
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;4
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;0
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;37.4
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 046;Webutvikling;Gjøvik;MEDIEFAG;2024;4
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 109;Yrkesfaglærer i bygg og anleggsteknikk;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 109;Yrkesfaglærer i bygg og anleggsteknikk;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 109;Yrkesfaglærer i bygg og anleggsteknikk;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 109;Yrkesfaglærer i bygg og anleggsteknikk;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 953;Yrkesfaglærer i bygg og anleggsteknikk, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 953;Yrkesfaglærer i bygg og anleggsteknikk, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 953;Yrkesfaglærer i bygg og anleggsteknikk, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 953;Yrkesfaglærer i bygg og anleggsteknikk, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 127;Yrkesfaglærer i elektro og datateknologi;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 127;Yrkesfaglærer i elektro og datateknologi;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 127;Yrkesfaglærer i elektro og datateknologi;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 127;Yrkesfaglærer i elektro og datateknologi;Lillestrøm;LÆRER - YFAGLÆRER;2024;1
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 954;Yrkesfaglærer i elektro og datateknologi, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 954;Yrkesfaglærer i elektro og datateknologi, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 954;Yrkesfaglærer i elektro og datateknologi, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 954;Yrkesfaglærer i elektro og datateknologi, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 127;Yrkesfaglærer i elektro- og datateknologi;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 127;Yrkesfaglærer i elektro- og datateknologi;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 127;Yrkesfaglærer i elektro- og datateknologi;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 127;Yrkesfaglærer i elektro- og datateknologi;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 535;Yrkesfaglærer i frisør, blomster, interiør, ekspd.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 535;Yrkesfaglærer i frisør, blomster, interiør, ekspd.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 535;Yrkesfaglærer i frisør, blomster, interiør, ekspd.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 535;Yrkesfaglærer i frisør, blomster, interiør, ekspd.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 126;Yrkesfaglærer i håndverk, design og prod.utvikling;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 126;Yrkesfaglærer i håndverk, design og prod.utvikling;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 126;Yrkesfaglærer i håndverk, design og prod.utvikling;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 126;Yrkesfaglærer i håndverk, design og prod.utvikling;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 123;Yrkesfaglærer i helse- og oppvekstfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 123;Yrkesfaglærer i helse- og oppvekstfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 123;Yrkesfaglærer i helse- og oppvekstfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 123;Yrkesfaglærer i helse- og oppvekstfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;1
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 533;Yrkesfaglærer i informasjonstekn. og medieprod.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 533;Yrkesfaglærer i informasjonstekn. og medieprod.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 533;Yrkesfaglærer i informasjonstekn. og medieprod.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 533;Yrkesfaglærer i informasjonstekn. og medieprod.;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 124;Yrkesfaglærer i restaurant- og matfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 124;Yrkesfaglærer i restaurant- og matfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 124;Yrkesfaglærer i restaurant- og matfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 124;Yrkesfaglærer i restaurant- og matfag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 105;Yrkesfaglærer i salg, service og reiseliv;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 105;Yrkesfaglærer i salg, service og reiseliv;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 105;Yrkesfaglærer i salg, service og reiseliv;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 105;Yrkesfaglærer i salg, service og reiseliv;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 105;Yrkesfaglærer i salg, service og reiseliv;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 105;Yrkesfaglærer i salg, service og reiseliv;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 105;Yrkesfaglærer i salg, service og reiseliv;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 105;Yrkesfaglærer i salg, service og reiseliv;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 129;Yrkesfaglærer i teknologi og industrifag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 129;Yrkesfaglærer i teknologi og industrifag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 129;Yrkesfaglærer i teknologi og industrifag;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 129;Yrkesfaglærer i teknologi og industrifag;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 958;Yrkesfaglærer i teknologi og industrifag, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 958;Yrkesfaglærer i teknologi og industrifag, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 958;Yrkesfaglærer i teknologi og industrifag, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;-1
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 958;Yrkesfaglærer i teknologi og industrifag, nettbasert;Lillestrøm;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 129;Yrkesfaglærer i teknologi- og industrifag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 129;Yrkesfaglærer i teknologi- og industrifag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 129;Yrkesfaglærer i teknologi- og industrifag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 129;Yrkesfaglærer i teknologi- og industrifag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 109;Yrkesfaglærer, bygg- og anleggsteknikk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 109;Yrkesfaglærer, bygg- og anleggsteknikk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 109;Yrkesfaglærer, bygg- og anleggsteknikk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 109;Yrkesfaglærer, bygg- og anleggsteknikk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 109;Yrkesfaglærer, bygg- og anleggsteknikk;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 109;Yrkesfaglærer, bygg- og anleggsteknikk;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 109;Yrkesfaglærer, bygg- og anleggsteknikk;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 109;Yrkesfaglærer, bygg- og anleggsteknikk;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 127;Yrkesfaglærer, elektro og datateknologi;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 127;Yrkesfaglærer, elektro og datateknologi;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 127;Yrkesfaglærer, elektro og datateknologi;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 127;Yrkesfaglærer, elektro og datateknologi;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 123;Yrkesfaglærer, helse- og oppvekstfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 123;Yrkesfaglærer, helse- og oppvekstfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 123;Yrkesfaglærer, helse- og oppvekstfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 123;Yrkesfaglærer, helse- og oppvekstfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 123;Yrkesfaglærer, helse- og oppvekstfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 123;Yrkesfaglærer, helse- og oppvekstfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 123;Yrkesfaglærer, helse- og oppvekstfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 123;Yrkesfaglærer, helse- og oppvekstfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 231;Yrkesfaglærer, informasjonsteknologi og medieprod.;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 231;Yrkesfaglærer, informasjonsteknologi og medieprod.;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 231;Yrkesfaglærer, informasjonsteknologi og medieprod.;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 231;Yrkesfaglærer, informasjonsteknologi og medieprod.;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 581;Yrkesfaglærer, naturbruk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 581;Yrkesfaglærer, naturbruk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 581;Yrkesfaglærer, naturbruk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 581;Yrkesfaglærer, naturbruk;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 124;Yrkesfaglærer, restaurant- og matfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 124;Yrkesfaglærer, restaurant- og matfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 124;Yrkesfaglærer, restaurant- og matfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 124;Yrkesfaglærer, restaurant- og matfag;Bodø;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 124;Yrkesfaglærer, restaurant- og matfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 124;Yrkesfaglærer, restaurant- og matfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 124;Yrkesfaglærer, restaurant- og matfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 124;Yrkesfaglærer, restaurant- og matfag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 129;Yrkesfaglærer, teknologi og industrifag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 129;Yrkesfaglærer, teknologi og industrifag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 129;Yrkesfaglærer, teknologi og industrifag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 129;Yrkesfaglærer, teknologi og industrifag;Trondheim;LÆRER - YFAGLÆRER;2024;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;0
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;39.8
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;20
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;0
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;39.8
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 162;Administrasjon og ledelse;Haugesund;ØKADM;2025;7
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;44.6
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;590
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;50.5
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;1,001
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;44.4
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;202
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;50.3
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 138;Administrasjon og ledelse i offentlig virksomhet;Oslo;ØKADM;2025;403
