Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;36.5
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;10
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;49.5
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;81
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;0
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;0
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;0
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 691;Utviklingsstudier, årsstudium;Oslo;SAMFUNN;2024;0
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;40.9
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;27
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;44.8
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;53
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;33.8
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;1
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;40.3
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 484;Utviklingsstudier, bachelor;Oslo;SAMFUNN;2024;7
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 916;Vær, hav og klimafysikk;Bergen;REALFAG;2024;0
Førstegangsvitnemålskvote;NMBU;Poenggrense;Hovedopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Hovedopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Ordinær kvote;NMBU;Poenggrense;Hovedopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Ordinær kvote;NMBU;Søkere på venteliste;Hovedopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Førstegangsvitnemålskvote;NMBU;Poenggrense;Suppleringsopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Ordinær kvote;NMBU;Poenggrense;Suppleringsopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Ordinær kvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 809;Vann- og miljøteknikk;Ås;TEKNO - SIVING;2024;0
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;46
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;103
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 162;Verdibasert ledelse og administrasjon ;Stavanger;HISTORIE;2024;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Hovedopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;32.5
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Hovedopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;29
Ordinær kvote;HIØ;Poenggrense;Hovedopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;44.5
Ordinær kvote;HIØ;Søkere på venteliste;Hovedopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;266
Førstegangsvitnemålskvote;HIØ;Poenggrense;Suppleringsopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;31.9
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;15
Ordinær kvote;HIØ;Poenggrense;Suppleringsopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;44.4
Ordinær kvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 060;Vernepleie;Fredrikstad;HELSEFAG - VERNEPL;2024;156
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;41.9
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;44
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;48.6
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;177
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;39.9
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;16
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;47.3
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 060;Vernepleie;Grimstad;HELSEFAG - VERNEPL;2024;81
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 060;Vernepleie;Harstad;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;31.7
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;12
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;43.2
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;125
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;31.7
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;7
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;43.2
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 060;Vernepleie;Lillehammer;HELSEFAG - VERNEPL;2024;74
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Hovedopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;34
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;55
Ordinær kvote;OSLOMET;Poenggrense;Hovedopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;45.9
Ordinær kvote;OSLOMET;Søkere på venteliste;Hovedopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;501
Førstegangsvitnemålskvote;OSLOMET;Poenggrense;Suppleringsopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;33.5
Førstegangsvitnemålskvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;22
Ordinær kvote;OSLOMET;Poenggrense;Suppleringsopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;45.7
Ordinær kvote;OSLOMET;Søkere på venteliste;Suppleringsopptak;215 060;Vernepleie;Lillestrøm;HELSEFAG - VERNEPL;2024;294
Førstegangsvitnemålskvote;HIM;Poenggrense;Hovedopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;34.6
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Hovedopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;8
Ordinær kvote;HIM;Poenggrense;Hovedopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;42.6
Ordinær kvote;HIM;Søkere på venteliste;Hovedopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;68
Førstegangsvitnemålskvote;HIM;Poenggrense;Suppleringsopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;34.4
Førstegangsvitnemålskvote;HIM;Søkere på venteliste;Suppleringsopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;5
Ordinær kvote;HIM;Poenggrense;Suppleringsopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;42.6
Ordinær kvote;HIM;Søkere på venteliste;Suppleringsopptak;211 060;Vernepleie;Molde;HELSEFAG - VERNEPL;2024;37
Førstegangsvitnemålskvote;USN;Poenggrense;Hovedopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;31.8
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Hovedopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;11
Ordinær kvote;USN;Poenggrense;Hovedopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;47.4
Ordinær kvote;USN;Søkere på venteliste;Hovedopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;231
Førstegangsvitnemålskvote;USN;Poenggrense;Suppleringsopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;29.6
Førstegangsvitnemålskvote;USN;Søkere på venteliste;Suppleringsopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;1
Ordinær kvote;USN;Poenggrense;Suppleringsopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;46.9
Ordinær kvote;USN;Søkere på venteliste;Suppleringsopptak;222 060;Vernepleie;Porsgrunn;HELSEFAG - VERNEPL;2024;119
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;30
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;6
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;41
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;97
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;40.4
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 060;Vernepleie;Stavanger;HELSEFAG - VERNEPL;2024;38
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;42.8
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;167
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;46.7
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;308
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;42.3
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;85
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;46.1
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 060;Vernepleie;Trondheim;HELSEFAG - VERNEPL;2024;158
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;44.2
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;204
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;50
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;459
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;43.8
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;98
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;50
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 060;Vernepleie, Bergen;Bergen;HELSEFAG - VERNEPL;2024;242
Ordinær kvote;HIM;Poenggrense;Hovedopptak;211 061;Vernepleie, deltid;Kristiansund;HELSEFAG - VERNEPL;2024;38.8
Ordinær kvote;HIM;Søkere på venteliste;Hovedopptak;211 061;Vernepleie, deltid;Kristiansund;HELSEFAG - VERNEPL;2024;15
Ordinær kvote;HIM;Poenggrense;Suppleringsopptak;211 061;Vernepleie, deltid;Kristiansund;HELSEFAG - VERNEPL;2024;38.8
Ordinær kvote;HIM;Søkere på venteliste;Suppleringsopptak;211 061;Vernepleie, deltid;Kristiansund;HELSEFAG - VERNEPL;2024;11
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;47.1
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;185
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;46.7
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 061;Vernepleie, deltid;Sogndal;HELSEFAG - VERNEPL;2024;117
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;49.9
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;207
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;HVL;Poenggrense;Suppleringsopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;49.9
Ordinær kvote;HVL;Søkere på venteliste;Suppleringsopptak;203 063;Vernepleie, deltid, Haugesund;Haugesund;HELSEFAG - VERNEPL;2024;122
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;50.3
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;438
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;50.3
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 062;Vernepleie, deltid, Kongsvinger;Kongsvinger;HELSEFAG - VERNEPL;2024;273
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;49.6
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;287
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;49.6
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 061;Vernepleie, deltid, Lillehammer;Lillehammer;HELSEFAG - VERNEPL;2024;181
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;31
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;7
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;51.7
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;369
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;30
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;2
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;50.3
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 063;Vernepleie, deltid, Sandvika;Bærum;HELSEFAG - VERNEPL;2024;232
Førstegangsvitnemålskvote;VID;Poenggrense;Hovedopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Hovedopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;VID;Poenggrense;Hovedopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;45.5
Ordinær kvote;VID;Søkere på venteliste;Hovedopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;134
Førstegangsvitnemålskvote;VID;Poenggrense;Suppleringsopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;VID;Søkere på venteliste;Suppleringsopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;VID;Poenggrense;Suppleringsopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;43.6
Ordinær kvote;VID;Søkere på venteliste;Suppleringsopptak;251 061;Vernepleie, deltid, Stavanger;Stavanger;HELSEFAG - VERNEPL;2024;68
Førstegangsvitnemålskvote;NORD;Poenggrense;Hovedopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Hovedopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;NORD;Poenggrense;Hovedopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;39.1
Ordinær kvote;NORD;Søkere på venteliste;Hovedopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;16
Førstegangsvitnemålskvote;NORD;Poenggrense;Suppleringsopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;NORD;Søkere på venteliste;Suppleringsopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;NORD;Poenggrense;Suppleringsopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Ordinær kvote;NORD;Søkere på venteliste;Suppleringsopptak;204 060;Vernepleie, Namsos;Namsos;HELSEFAG - VERNEPL;2024;0
Førstegangsvitnemålskvote;HVL;Poenggrense;Hovedopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;34.6
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Hovedopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;10
Ordinær kvote;HVL;Poenggrense;Hovedopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;43.3
Ordinær kvote;HVL;Søkere på venteliste;Hovedopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;75
Førstegangsvitnemålskvote;HVL;Poenggrense;Suppleringsopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;34.6
Førstegangsvitnemålskvote;HVL;Søkere på venteliste;Suppleringsopptak;203 062;Vernepleie, Sogndal;Sogndal;HELSEFAG - VERNEPL;2024;5
